"","DB_identifier","Sec_identifier","GeneSymbol","Transcript_DB_identifier","Transcript_length","Organism name","log_FC","num_assign","log10_FC"
"229","FBgn0010638","CG10130","Sec61beta","FBtr0087498",792,"Drosophila melanogaster",0,94,0
"230","FBgn0033949","CG10131","CG10131","FBtr0087499",1058,"Drosophila melanogaster",0,95,0
"231","FBgn0032798","CG10132","CG10132","FBtr0081247",4685,"Drosophila melanogaster",0.0178160577886128,96,0.00536316779885526
"232","FBgn0032798","CG10132","CG10132","FBtr0343771",4570,"Drosophila melanogaster",-0.0180388248125052,96,-0.00543022735509124
"233","FBgn0036366","CG10133","CG10133","FBtr0075825",1097,"Drosophila melanogaster",0,97,0
"234","FBgn0038087","CG10134","beat-Va","FBtr0082688",2438,"Drosophila melanogaster",-0.0444777992451737,98,-0.0133891517139184
"235","FBgn0038087","CG10134","beat-Va","FBtr0302367",1909,"Drosophila melanogaster",-0.397358822461449,98,-0.119616924602615
"236","FBgn0038087","CG10134","beat-Va","FBtr0337093",3196,"Drosophila melanogaster",0.34609148306259,98,0.104183917645672
"237","FBgn0032800","CG10137","CG10137","FBtr0081248",3227,"Drosophila melanogaster",0,99,0
"238","FBgn0005778","CG10138","PpD5","FBtr0071806",1279,"Drosophila melanogaster",0,100,0
"239","FBgn0033951","CG10139","CG10139","FBtr0087433",825,"Drosophila melanogaster",-0.108600486133982,101,-0.0326920038700189
"240","FBgn0033951","CG10139","CG10139","FBtr0339980",954,"Drosophila melanogaster",0.100994660738351,101,0.0304024222841512
"241","FBgn0028567","CG1014","robl62A","FBtr0072695",751,"Drosophila melanogaster",0.162500141314089,102,0.0489174168351765
"242","FBgn0028567","CG1014","robl62A","FBtr0332655",591,"Drosophila melanogaster",-0.183154636022651,102,-0.0551350392877366
"243","FBgn0036363","CG10140","CG10140","FBtr0075853",969,"Drosophila melanogaster",0,103,0
"244","FBgn0035076","CG10142","Ance-5","FBtr0072420",2116,"Drosophila melanogaster",0,104,0
"245","FBgn0033952","CG10143","Adgf-E","FBtr0087482",1791,"Drosophila melanogaster",0,105,0
"246","FBgn0035704","CG10144","Vps8","FBtr0076986",3885,"Drosophila melanogaster",0,106,0
"247","FBgn0020269","CG10145","mspo","FBtr0087477",2574,"Drosophila melanogaster",-0.148214832955343,107,-0.0446171105218842
"248","FBgn0020269","CG10145","mspo","FBtr0345427",3131,"Drosophila melanogaster",0.134396621962626,107,0.0404574145266632
"249","FBgn0012042","CG10146","AttA","FBtr0087437",790,"Drosophila melanogaster",0,108,0
"250","FBgn0035702","CG10147","CG10147","FBtr0076987",1768,"Drosophila melanogaster",-0.165566402837417,109,-0.0498404535282484
"251","FBgn0035702","CG10147","CG10147","FBtr0333060",2198,"Drosophila melanogaster",0.148506708720383,109,0.044704973882169
"252","FBgn0028689","CG10149","Rpn6","FBtr0087474",1612,"Drosophila melanogaster",-0.0769658561478188,110,-0.0231690313424529
"253","FBgn0028689","CG10149","Rpn6","FBtr0087475",1827,"Drosophila melanogaster",0.103659033951702,110,0.0312044785410133
"254","FBgn0028689","CG10149","Rpn6","FBtr0306558",1662,"Drosophila melanogaster",-0.0328972179054414,110,-0.00990304936343245
"255","FBgn0033960","CG10151","CG10151","FBtr0087471",2212,"Drosophila melanogaster",-0.0526712220446512,111,-0.0158556177437177
"256","FBgn0033960","CG10151","CG10151","FBtr0087472",2353,"Drosophila melanogaster",0.0364787129449393,111,0.010981186799643
"257","FBgn0033960","CG10151","CG10151","FBtr0087473",2223,"Drosophila melanogaster",-0.045514659252369,111,-0.0137012776773879
"258","FBgn0033960","CG10151","CG10151","FBtr0289934",2389,"Drosophila melanogaster",0.0583842461769741,111,0.0175754093734994
"259","FBgn0039089","CG10152","beat-IV","FBtr0084433",2827,"Drosophila melanogaster",-0.11071941204359,112,-0.0333298641274005
"260","FBgn0039089","CG10152","beat-IV","FBtr0332427",3278,"Drosophila melanogaster",0.102824559224693,112,0.0309532766175602
"261","FBgn0266723","CG10153","Trs31","FBtr0087470",666,"Drosophila melanogaster",0,113,0
"262","FBgn0036361","CG10154","CG10154","FBtr0075854",1165,"Drosophila melanogaster",0.0907172167490859,114,0.0273086033646255
"263","FBgn0036361","CG10154","CG10154","FBtr0303093",1023,"Drosophila melanogaster",-0.0968065930472282,114,-0.029141688285252
"264","FBgn0020767","CG10155","Spred","FBtr0087468",2657,"Drosophila melanogaster",-0.230051329263976,115,-0.0692523506508276
"265","FBgn0020767","CG10155","Spred","FBtr0329879",2525,"Drosophila melanogaster",-0.303566169227963,115,-0.0913825226064251
"266","FBgn0020767","CG10155","Spred","FBtr0329880",4167,"Drosophila melanogaster",0.419159542948066,115,0.126179595396173
"267","FBgn0039099","CG10157","GILT2","FBtr0084435",712,"Drosophila melanogaster",0,116,0
"268","FBgn0031871","CG10158","Fgop2","FBtr0079366",1486,"Drosophila melanogaster",-0.249867924013021,117,-0.0752177400822078
"269","FBgn0031871","CG10158","Fgop2","FBtr0332325",2048,"Drosophila melanogaster",0.212913675448384,117,0.0640934027970292
"270","FBgn0015602","CG10159","BEAF-32","FBtr0087441",1192,"Drosophila melanogaster",-0.133610598893778,118,-0.0402207980056559
"271","FBgn0015602","CG10159","BEAF-32","FBtr0087442",1173,"Drosophila melanogaster",-0.156791821327431,118,-0.0471990412943444
"272","FBgn0015602","CG10159","BEAF-32","FBtr0305588",1558,"Drosophila melanogaster",0.252700398705729,118,0.0760703999266719
"273","FBgn0001258","CG10160","ImpL3","FBtr0077008",1391,"Drosophila melanogaster",-0.0705868694027991,119,-0.0212487649902591
"274","FBgn0001258","CG10160","ImpL3","FBtr0332065",1778,"Drosophila melanogaster",0.283546034884731,119,0.0853558616518897
"275","FBgn0001258","CG10160","ImpL3","FBtr0332066",1324,"Drosophila melanogaster",-0.141806167137821,119,-0.0426879098786244
"276","FBgn0001258","CG10160","ImpL3","FBtr0332067",1350,"Drosophila melanogaster",-0.113749882006845,119,-0.0342421264872992
"277","FBgn0040227","CG10161","eIF3d1","FBtr0089622",2012,"Drosophila melanogaster",0,120,0
"278","FBgn0035697","CG10163","CG10163","FBtr0077009",1220,"Drosophila melanogaster",0,121,0
"279","FBgn0039088","CG10164","CG10164","FBtr0084417",1933,"Drosophila melanogaster",-0.164857515882439,122,-0.0496270572912647
"280","FBgn0039088","CG10164","CG10164","FBtr0300585",2401,"Drosophila melanogaster",0.147936250136743,122,0.0445332487372094
"281","FBgn0032801","CG10165","CG10165","FBtr0081277",1116,"Drosophila melanogaster",-0.119052671643765,123,-0.0358384252287074
"282","FBgn0032801","CG10165","CG10165","FBtr0081278",1342,"Drosophila melanogaster",0.146994972727231,123,0.044249896002706
"283","FBgn0032801","CG10165","CG10165","FBtr0303779",1308,"Drosophila melanogaster",0.109972842025131,123,0.0331051241579812
"284","FBgn0032801","CG10165","CG10165","FBtr0303780",1440,"Drosophila melanogaster",0.248679112856722,123,0.0748598722649825
"285","FBgn0032801","CG10165","CG10165","FBtr0344843",854,"Drosophila melanogaster",-0.505081723852461,123,-0.152044749141262
"286","FBgn0032799","CG10166","CG10166","FBtr0081279",810,"Drosophila melanogaster",0,124,0
"287","FBgn0039087","CG10168","CG10168","FBtr0084418",1856,"Drosophila melanogaster",0,125,0
"288","FBgn0035294","CG1017","Mfap1","FBtr0072841",1682,"Drosophila melanogaster",0,126,0
"289","FBgn0039085","CG10170","CG10170","FBtr0084420",1764,"Drosophila melanogaster",0,127,0
"290","FBgn0036353","CG10171","CG10171","FBtr0075864",1611,"Drosophila melanogaster",-0.1011467234569,128,-0.0304481977236564
"291","FBgn0036353","CG10171","CG10171","FBtr0075865",1845,"Drosophila melanogaster",0.0945175987842894,128,0.0284526323522045
"292","FBgn0035696","CG10173","Best2","FBtr0077010",3547,"Drosophila melanogaster",0,129,0
"293","FBgn0032680","CG10174","Ntf-2r","FBtr0081063",771,"Drosophila melanogaster",0,130,0
"294","FBgn0039084","CG10175","CG10175","FBtr0084421",2370,"Drosophila melanogaster",-0.160451856724015,131,-0.0483008217339078
"295","FBgn0039084","CG10175","CG10175","FBtr0084422",2876,"Drosophila melanogaster",0.118724759929661,131,0.0357397139668332
"296","FBgn0039084","CG10175","CG10175","FBtr0084423",2463,"Drosophila melanogaster",-0.104922288010675,131,-0.0315847559049085
"297","FBgn0039084","CG10175","CG10175","FBtr0339621",2726,"Drosophila melanogaster",0.041446646295574,131,0.0124766837546431
"298","FBgn0039084","CG10175","CG10175","FBtr0344701",2809,"Drosophila melanogaster",0.0847177086167612,131,0.0255025714575661
"299","FBgn0032682","CG10176","grnd","FBtr0300674",1789,"Drosophila melanogaster",-0.1202458473823,132,-0.0361976069161054
"300","FBgn0032682","CG10176","grnd","FBtr0332321",2100,"Drosophila melanogaster",0.110990093119277,132,0.0334113472504405
"301","FBgn0039083","CG10177","CG10177","FBtr0084424",1438,"Drosophila melanogaster",0,133,0
"302","FBgn0032684","CG10178","CG10178","FBtr0081068",1956,"Drosophila melanogaster",0.0152000626599218,134,0.00457567479660881
"303","FBgn0032684","CG10178","CG10178","FBtr0305619",1915,"Drosophila melanogaster",-0.0153619154799927,134,-0.00462439735033238
"304","FBgn0004513","CG10181","Mdr65","FBtr0077011",4135,"Drosophila melanogaster",0,135,0
"305","FBgn0039091","CG10182","CG10182","FBtr0084486",2212,"Drosophila melanogaster",0,136,0
"306","FBgn0039093","CG10183","CG10183","FBtr0273191",2058,"Drosophila melanogaster",0,137,0
"307","FBgn0039094","CG10184","CG10184","FBtr0084481",1330,"Drosophila melanogaster",0,138,0
"308","FBgn0038397","CG10185","CG10185","FBtr0083235",5379,"Drosophila melanogaster",0,139,0
"309","FBgn0032797","CG10186","Hasp","FBtr0081280",5680,"Drosophila melanogaster",0.292948125942846,140,0.0881861730823466
"310","FBgn0032797","CG10186","Hasp","FBtr0081281",4949,"Drosophila melanogaster",0.0941942384178045,140,0.0283552911824838
"311","FBgn0032797","CG10186","Hasp","FBtr0299519",1440,"Drosophila melanogaster",-1.68687399211952,140,-0.507799670533422
"312","FBgn0032797","CG10186","Hasp","FBtr0302107",5683,"Drosophila melanogaster",0.29370991160213,140,0.0884154934160581
"313","FBgn0032797","CG10186","Hasp","FBtr0302108",5429,"Drosophila melanogaster",0.227743680080085,140,0.0685576790270077
"314","FBgn0032796","CG10188","CG10188","FBtr0081282",5216,"Drosophila melanogaster",-0.0102892593915058,141,-0.00309737571001012
"315","FBgn0032796","CG10188","CG10188","FBtr0081283",5302,"Drosophila melanogaster",0.0133035412446763,141,0.00400476496320046
"316","FBgn0032796","CG10188","CG10188","FBtr0329963",5242,"Drosophila melanogaster",-0.00311577529416596,141,-0.00093794182329221
"317","FBgn0032793","CG10189","CG10189","FBtr0081284",1317,"Drosophila melanogaster",-0.0174214348324586,142,-0.00524437445207537
"318","FBgn0032793","CG10189","CG10189","FBtr0331327",1349,"Drosophila melanogaster",0.0172135678592955,142,0.00518180025804504
"319","FBgn0014863","CG1019","Mlp84B","FBtr0081616",2399,"Drosophila melanogaster",-0.12566451445158,143,-0.0378287882404753
"320","FBgn0014863","CG1019","Mlp84B","FBtr0081617",2382,"Drosophila melanogaster",-0.135924258880902,143,-0.0409172790615475
"321","FBgn0014863","CG1019","Mlp84B","FBtr0346967",3071,"Drosophila melanogaster",0.23061084023086,143,0.0694207802347626
"322","FBgn0036354","CG10191","Poc1","FBtr0075863",1641,"Drosophila melanogaster",0.0647298865456154,144,0.0194856374661563
"323","FBgn0036354","CG10191","Poc1","FBtr0321318",1497,"Drosophila melanogaster",-0.0677711309096818,144,-0.0204011432438844
"324","FBgn0260634","CG10192","eIF4G2","FBtr0089623",7297,"Drosophila melanogaster",-0.149371141705346,145,-0.0449651941398845
"325","FBgn0260634","CG10192","eIF4G2","FBtr0344335",8889,"Drosophila melanogaster",0.135346531555083,145,0.0407433658071614
"326","FBgn0032790","CG10194","CG10194","FBtr0081285",1215,"Drosophila melanogaster",0,146,0
"327","FBgn0032787","CG10195","CG10195","FBtr0302930",1473,"Drosophila melanogaster",-0.28562822262881,147,-0.0859826626194611
"328","FBgn0032787","CG10195","CG10195","FBtr0332318",2118,"Drosophila melanogaster",0.238316936327678,147,0.0717405463093743
"329","FBgn0001319","CG10197","kn","FBtr0087465",3460,"Drosophila melanogaster",0.0160165993205847,148,0.00482147682402756
"330","FBgn0001319","CG10197","kn","FBtr0112809",3926,"Drosophila melanogaster",0.198304734262669,148,0.0596956732952383
"331","FBgn0001319","CG10197","kn","FBtr0112810",3339,"Drosophila melanogaster",-0.0353393451403861,148,-0.0106382029143783
"332","FBgn0001319","CG10197","kn","FBtr0301400",3457,"Drosophila melanogaster",0.0147651650588969,148,0.00444475757365748
"333","FBgn0001319","CG10197","kn","FBtr0329882",2927,"Drosophila melanogaster",-0.225332692794751,148,-0.0678318995349572
"334","FBgn0039120","CG10198","Nup98-96","FBtr0084460",6624,"Drosophila melanogaster",0.223251769982857,149,0.0672054793499157
"335","FBgn0039120","CG10198","Nup98-96","FBtr0304567",3987,"Drosophila melanogaster",-0.509147297519139,149,-0.153268608764514
"336","FBgn0039120","CG10198","Nup98-96","FBtr0334894",6412,"Drosophila melanogaster",0.176323522638079,149,0.0530786692551994
"337","FBgn0033968","CG10200","hui","FBtr0087444",734,"Drosophila melanogaster",-0.0830626121747517,150,-0.0250043377828044
"338","FBgn0033968","CG10200","hui","FBtr0087445",821,"Drosophila melanogaster",0.0785395467598402,150,0.0236427594205657
"339","FBgn0033969","CG10202","CG10202","FBtr0087464",2059,"Drosophila melanogaster",0,151,0
"340","FBgn0028554","CG10203","x16","FBtr0079368",1707,"Drosophila melanogaster",-0.0321772985250153,152,-0.00968633203546432
"341","FBgn0028554","CG10203","x16","FBtr0332328",1784,"Drosophila melanogaster",0.0314752583675517,152,0.00947499688990661
"342","FBgn0033970","CG10205","CG10205","FBtr0087446",848,"Drosophila melanogaster",-0.0468666050379749,153,-0.0141082539113668
"343","FBgn0033970","CG10205","CG10205","FBtr0087447",904,"Drosophila melanogaster",0.0453919028140142,153,0.0136643243072827
"344","FBgn0026196","CG10206","nop5","FBtr0079369",1813,"Drosophila melanogaster",0,154,0
"345","FBgn0016684","CG10207","NaPi-T","FBtr0087463",2660,"Drosophila melanogaster",0.216708782832866,155,0.0652358439565242
"346","FBgn0016684","CG10207","NaPi-T","FBtr0329884",1918,"Drosophila melanogaster",-0.255114742537556,155,-0.076797189839898
"347","FBgn0039118","CG10208","CG10208","FBtr0084461",1064,"Drosophila melanogaster",0,156,0
"348","FBgn0033971","CG10209","CG10209","FBtr0087462",2024,"Drosophila melanogaster",0,157,0
"349","FBgn0033971","CG10209","CG10209","FBtr0329883",2024,"Drosophila melanogaster",0,157,0
"350","FBgn0037443","CG1021","Dmtn","FBtr0289939",3827,"Drosophila melanogaster",0.174332947376428,158,0.0524794463928147
"351","FBgn0037443","CG1021","Dmtn","FBtr0289940",3463,"Drosophila melanogaster",0.0301414339051593,158,0.00907347571777617
"352","FBgn0037443","CG1021","Dmtn","FBtr0290326",3747,"Drosophila melanogaster",0.143855024037045,158,0.0433046772621131
"353","FBgn0037443","CG1021","Dmtn","FBtr0290327",2992,"Drosophila melanogaster",-0.180770778404431,158,-0.0544174266392612
"354","FBgn0037443","CG1021","Dmtn","FBtr0300261",2928,"Drosophila melanogaster",-0.211965400008026,158,-0.0638079434453305
"355","FBgn0039117","CG10210","tst","FBtr0084462",4332,"Drosophila melanogaster",0.0877022279291495,159,0.0264010012932334
"356","FBgn0039117","CG10210","tst","FBtr0334895",3821,"Drosophila melanogaster",-0.0933807573216665,159,-0.0281104089716404
"357","FBgn0032685","CG10211","CG10211","FBtr0081069",5000,"Drosophila melanogaster",-0.0267292504874899,160,-0.00804630615835045
"358","FBgn0032685","CG10211","CG10211","FBtr0343824",5187,"Drosophila melanogaster",0.0262430243264991,160,0.00789993749921569
"359","FBgn0027783","CG10212","SMC2","FBtr0087461",3690,"Drosophila melanogaster",0,161,0
"360","FBgn0039115","CG10214","CG10214","FBtr0084463",970,"Drosophila melanogaster",0,162,0
"361","FBgn0028434","CG10215","Ercc1","FBtr0087448",950,"Drosophila melanogaster",0,163,0
"362","FBgn0039113","CG10217","CG10217","FBtr0084464",2167,"Drosophila melanogaster",-0.0312818437916427,164,-0.00941677330095958
"363","FBgn0039113","CG10217","CG10217","FBtr0084465",2262,"Drosophila melanogaster",0.0306179321045033,164,0.00921691596865903
"364","FBgn0039112","CG10219","SdhD","FBtr0084466",894,"Drosophila melanogaster",0,165,0
"365","FBgn0028475","CG10221","Hrd3","FBtr0084467",3022,"Drosophila melanogaster",-0.0616789996256824,166,-0.0185672289898773
"366","FBgn0028475","CG10221","Hrd3","FBtr0321255",3286,"Drosophila melanogaster",0.059149820159563,166,0.0178058701061592
"367","FBgn0036356","CG10222","CG10222","FBtr0075861",1074,"Drosophila melanogaster",-0.163642649190663,167,-0.049261345976308
"368","FBgn0036356","CG10222","CG10222","FBtr0345341",1332,"Drosophila melanogaster",0.146957439895186,167,0.0442385974944375
"369","FBgn0284220","CG10223","Top2","FBtr0081287",4934,"Drosophila melanogaster",-0.0443409549842322,168,-0.0133479574866402
"370","FBgn0284220","CG10223","Top2","FBtr0332320",5242,"Drosophila melanogaster",0.0430186830440622,168,0.0129499139702243
"371","FBgn0039110","CG10225","RanBP3","FBtr0084468",1770,"Drosophila melanogaster",0.0012231412694419,169,0.000368202211036284
"372","FBgn0039110","CG10225","RanBP3","FBtr0335003",1767,"Drosophila melanogaster",-0.00122417914930217,169,-0.000368514644006446
"373","FBgn0035695","CG10226","CG10226","FBtr0077012",4620,"Drosophila melanogaster",0.113487857839997,170,0.0341632493534894
"374","FBgn0035695","CG10226","CG10226","FBtr0332068",3921,"Drosophila melanogaster",-0.123183351946833,170,-0.0370818839024296
"375","FBgn0264962","CG10228","Pcf11","FBtr0301513",2647,"Drosophila melanogaster",-0.887329551627872,171,-0.267112811079061
"376","FBgn0264962","CG10228","Pcf11","FBtr0302109",819,"Drosophila melanogaster",-2.57975238948226,171,-0.77658285061999
"377","FBgn0264962","CG10228","Pcf11","FBtr0302294",6321,"Drosophila melanogaster",0.368465068415192,171,0.110919037947354
"378","FBgn0264962","CG10228","Pcf11","FBtr0302560",5979,"Drosophila melanogaster",0.288216464436942,171,0.0867618010397413
"379","FBgn0264962","CG10228","Pcf11","FBtr0339985",6012,"Drosophila melanogaster",0.296157262793093,171,0.0891522195344616
"380","FBgn0264962","CG10228","Pcf11","FBtr0339986",6297,"Drosophila melanogaster",0.36297692089004,171,0.109266940921654
"381","FBgn0264962","CG10228","Pcf11","FBtr0345528",6199,"Drosophila melanogaster",0.340347757522236,171,0.102454883971165
"382","FBgn0040208","CG10229","Kat60","FBtr0078827",2563,"Drosophila melanogaster",-0.0275975585640289,172,-0.00830769293486666
"383","FBgn0040208","CG10229","Kat60","FBtr0334909",2662,"Drosophila melanogaster",0.0270795340562842,172,0.00815175201954599
