"","x"
"FBgn0035437",3516.33333333333
"FBgn0011722",6973.5
"FBgn0036264",1240
"FBgn0037414",2690
"FBgn0039908",4962.22222222222
"FBgn0046296",1637
"FBgn0035400",3185.71428571429
"FBgn0039859",773.5
"FBgn0037419",1755
"FBgn0010504",1757.2
"FBgn0040279",1091
"FBgn0039864",1060
"FBgn0025776",1126
"FBgn0036465",940
"FBgn0086856",844.5
"FBgn0030230",3203.5
"FBgn0036249",1107
"FBgn0003444",4008
"FBgn0031247",748
"FBgn0039868",831
"FBgn0031159",3798
"FBgn0015623",2539
"FBgn0037424",1232
"FBgn0036230",922.5
"FBgn0039879",1812
"FBgn0039882",2158
"FBgn0036847",1328
"FBgn0000117",3152.83333333333
"FBgn0037310",785
"FBgn0030540",1315
"FBgn0261952",523
"FBgn0035524",1253
"FBgn0030541",2197
"FBgn0030543",1165
"FBgn0035520",937.5
"FBgn0036221",1031
"FBgn0028664",848
"FBgn0030545",730
"FBgn0035491",528
"FBgn0025686",1787
"FBgn0035488",2677.5
"FBgn0035484",2210.25
"FBgn0023522",1699
"FBgn0036212",1647
"FBgn0038067",1248
"FBgn0038068",1330
"FBgn0031244",1202
"FBgn0086912",1756
"FBgn0283652",1043
"FBgn0001170",1662
"FBgn0038069",1379
"FBgn0037313",1093
"FBgn0036204",442
"FBgn0002945",4803.33333333333
"FBgn0031232",1274.5
"FBgn0036836",2419
"FBgn0015278",5008.8
"FBgn0026056",2516.5
"FBgn0003943",2653.5
"FBgn0038705",1815
"FBgn0086779",3110.25
"FBgn0032965",1624
"FBgn0003275",541
"FBgn0032964",2020
"FBgn0032968",1538.5
"FBgn0033283",935
"FBgn0036822",741
"FBgn0040351",2462
"FBgn0040338",462
"FBgn0040340",1810.4
"FBgn0000015",4099.4
"FBgn0004430",492
"FBgn0002531",804
"FBgn0036194",1743
"FBgn0014455",1708
"FBgn0030638",1720
"FBgn0038109",1113
"FBgn0036196",2112.2
"FBgn0038731",1705
"FBgn0036187",2085
"FBgn0010352",4002.25
"FBgn0029539",639.5
"FBgn0040341",881
"FBgn0033028",3014
"FBgn0040648",561
"FBgn0038113",1349
"FBgn0033296",2321
"FBgn0003206",1620
"FBgn0038114",1337
"FBgn0037562",681
"FBgn0037563",1045.5
"FBgn0030551",1172
"FBgn0011741",1347
"FBgn0030678",1462
"FBgn0041707",1140.5
"FBgn0002774",4042.5
"FBgn0040551",453
"FBgn0037428",1270
"FBgn0037570",1667.5
"FBgn0037571",935
"FBgn0030316",1771
"FBgn0030314",2235
"FBgn0030313",907
"FBgn0037572",910
"FBgn0030311",700
"FBgn0029856",1362
"FBgn0038690",1278
"FBgn0030310",872
"FBgn0004552",536
"FBgn0031115",1816
"FBgn0259481",2711.4
"FBgn0036170",2259
"FBgn0030304",2568.5
"FBgn0002865",1319
"FBgn0264712",2933
"FBgn0003373",1109
"FBgn0037777",770
"FBgn0031391",1807
"FBgn0036156",984
"FBgn0262740",4570.2
"FBgn0037589",543
"FBgn0031107",15917
"FBgn0037590",1173
"FBgn0037592",1885.66666666667
"FBgn0027334",955
"FBgn0037239",1427
"FBgn0040531",405.5
"FBgn0037594",1239
"FBgn0031109",643
"FBgn0030294",1628
"FBgn0030292",477
"FBgn0037603",732
"FBgn0037611",814.5
"FBgn0030290",746
"FBgn0028421",3742.8
"FBgn0011282",722.5
"FBgn0037615",1908
"FBgn0033528",864
"FBgn0037618",1141
"FBgn0033518",856
"FBgn0026394",1197
"FBgn0037625",4238.66666666667
"FBgn0002552",3654
"FBgn0039252",2853
"FBgn0037630",2139
"FBgn0033527",701
"FBgn0033371",2819
"FBgn0038683",2478
"FBgn0039258",1099
"FBgn0039259",489
"FBgn0015240",2834
"FBgn0033381",961.5
"FBgn0045866",807
"FBgn0039264",768
"FBgn0034495",1429
"FBgn0004425",548.5
"FBgn0039265",1055.33333333333
"FBgn0039266",1567.25
"FBgn0003462",756
"FBgn0036992",1409.5
"FBgn0034468",547
"FBgn0015371",4743.11111111111
"FBgn0036134",3330.5
"FBgn0004428",580
"FBgn0036128",840
"FBgn0030346",1481
"FBgn0029092",2447.2
"FBgn0033996",2014.66666666667
"FBgn0034000",801
"FBgn0036099",1575
"FBgn0035299",1010
"FBgn0030495",1639
"FBgn0039270",868
"FBgn0038680",1820
"FBgn0031261",1532
"FBgn0033519",961.333333333333
"FBgn0039616",1556
"FBgn0041780",1519
"FBgn0031264",2843
"FBgn0039272",1142.85714285714
"FBgn0039627",1103
"FBgn0260933",5166
"FBgn0039271",836
"FBgn0031260",1736
"FBgn0039628",1076
"FBgn0039629",1118
"FBgn0039630",1135.5
"FBgn0046214",1575.75
"FBgn0259152",3264
"FBgn0039282",3864.28571428571
"FBgn0039286",3549.33333333333
"FBgn0039293",2363
"FBgn0039297",1045
"FBgn0039298",1145.5
"FBgn0039299",1039
"FBgn0039302",8518.5
"FBgn0039303",1801
"FBgn0039305",493
"FBgn0039306",1751
"FBgn0028944",789
"FBgn0028947",849
"FBgn0033486",2497.5
"FBgn0039633",11403.25
"FBgn0039634",3211
"FBgn0039301",1123
"FBgn0039635",1214.25
"FBgn0039636",1866
"FBgn0039310",1345
"FBgn0039637",3273.33333333333
"FBgn0039638",2196
"FBgn0039642",1052.5
"FBgn0033538",3105
"FBgn0031253",556
"FBgn0041186",1132
"FBgn0033540",2538
"FBgn0028692",3354
"FBgn0039308",2130.5
"FBgn0039309",2163
"FBgn0039313",1545
"FBgn0039316",1415
"FBgn0024836",12664.2857142857
"FBgn0038488",3302
"FBgn0039644",4955.5
"FBgn0039645",4472
"FBgn0014427",1176
"FBgn0039650",642
"FBgn0029176",1678.66666666667
"FBgn0028647",4601
"FBgn0036678",1719.1
"FBgn0034425",2289
"FBgn0031250",1933.33333333333
"FBgn0027376",4288
"FBgn0261575",2104
"FBgn0039332",1717
"FBgn0031249",970
"FBgn0031248",898
"FBgn0039331",1700
"FBgn0033564",2886.5
"FBgn0039274",1012
"FBgn0004897",1948.5
"FBgn0004898",1088
"FBgn0000286",3775.83333333333
"FBgn0031640",1882
"FBgn0031638",1734
"FBgn0031620",3032.5
"FBgn0037375",2325.5
"FBgn0086782",3953
"FBgn0261811",5800.75
"FBgn0026175",629
"FBgn0031074",713
"FBgn0031078",6435.5
"FBgn0010434",4447.5
"FBgn0039656",2707
"FBgn0263236",3136.8
"FBgn0015622",2487.5
"FBgn0034436",3129
"FBgn0037643",1820
"FBgn0037644",1885
"FBgn0037645",4499
"FBgn0037646",1110
"FBgn0037647",1408
"FBgn0027503",5502
"FBgn0260243",2136
"FBgn0037648",1546.5
"FBgn0037650",857
"FBgn0033571",923
"FBgn0037652",1188.66666666667
"FBgn0026380",914
"FBgn0037653",1575
"FBgn0037654",1738.5
"FBgn0037655",2461.66666666667
"FBgn0040534",370
"FBgn0037656",1262
"FBgn0264075",2871
"FBgn0002932",3774.2
"FBgn0263251",1138.6
"FBgn0037657",2350
"FBgn0014018",3153.5
"FBgn0028708",1341
"FBgn0037661",1121
"FBgn0037662",1525
"FBgn0037312",904
"FBgn0040281",2400.5
"FBgn0250746",1120.5
"FBgn0037265",2046
"FBgn0011828",4563.6
"FBgn0035234",1807
"FBgn0035236",2333.5
"FBgn0037301",3233
"FBgn0035464",2199
"FBgn0037293",1853
"FBgn0004167",13440.2857142857
"FBgn0035430",3254.5
"FBgn0035443",2255
"FBgn0035257",1724
"FBgn0035444",998.666666666667
"FBgn0035438",988.333333333333
"FBgn0035445",1636
"FBgn0035155",1286
"FBgn0035436",2160.5
"FBgn0035429",2513.25
"FBgn0027903",1387
"FBgn0011573",1611
"FBgn0035273",1242
"FBgn0067864",3255.33333333333
"FBgn0027790",998.5
"FBgn0035283",1791
"FBgn0035285",2014
"FBgn0262624",1433
"FBgn0035585",635
"FBgn0000449",1975
"FBgn0263239",3526
"FBgn0035147",1647.5
"FBgn0035145",5510
"FBgn0035421",1684
"FBgn0035263",1258
"FBgn0035179",1456
"FBgn0033206",1782
"FBgn0039805",1378
"FBgn0002873",7557.57142857143
"FBgn0039675",1650
"FBgn0284251",3471
"FBgn0000043",1626
"FBgn0283521",3053.32
"FBgn0039831",3019.25
"FBgn0001091",1405
"FBgn0030099",952
"FBgn0030098",846
"FBgn0040031",1361.5
"FBgn0039851",3307
"FBgn0030052",2654.33333333333
"FBgn0000274",1347.5
"FBgn0262112",1154
"FBgn0039796",1504.5
"FBgn0000416",3394.5
"FBgn0039808",2397.5
"FBgn0011739",5803
"FBgn0004573",3996
"FBgn0030065",4133.6
"FBgn0027616",2977
"FBgn0035435",1103
"FBgn0035426",944.5
"FBgn0266582",976
"FBgn0037386",2227
"FBgn0030053",1932
"FBgn0035402",2724
"FBgn0043458",3315.5
"FBgn0028577",3011.4
"FBgn0011204",2801
"FBgn0035227",4729.6
"FBgn0035228",1865.5
"FBgn0261675",3971
"FBgn0035372",1296
"FBgn0030457",2285
"FBgn0035232",2881
"FBgn0020386",3666
"FBgn0015245",2342.5
"FBgn0035238",1203
"FBgn0035241",4460.5
"FBgn0030100",1372
"FBgn0033209",782
"FBgn0030057",1225.5
"FBgn0030054",4043
"FBgn0033075",4572.16666666667
"FBgn0030050",653
"FBgn0030048",1106.5
"FBgn0026679",3466
"FBgn0086362",1465
"FBgn0030097",869
"FBgn0030041",1570
"FBgn0014032",1143
"FBgn0030101",1268.5
"FBgn0030102",2231
"FBgn0035101",2928.2
"FBgn0086367",1803.5
"FBgn0030109",2954
"FBgn0030039",1044
"FBgn0260789",6148.5
"FBgn0030037",2937.66666666667
"FBgn0033280",605
"FBgn0000077",1316.5
"FBgn0033473",2643.5
"FBgn0033475",1239
"FBgn0037387",1894.25
"FBgn0283510",2268.66666666667
"FBgn0027619",1295.5
"FBgn0040236",6039
"FBgn0033469",1094
"FBgn0033471",1553.5
"FBgn0040235",1246
"FBgn0003295",1798
"FBgn0033465",2271.5
"FBgn0027084",2117.33333333333
"FBgn0033128",1188
"FBgn0033132",1116
"FBgn0037325",1889
"FBgn0040234",4418.5
"FBgn0029958",2063.5
"FBgn0022786",3420
"FBgn0004102",4753.2
"FBgn0029957",2688
"FBgn0029959",1267.5
"FBgn0016041",1977.33333333333
"FBgn0040775",279
"FBgn0033232",875
"FBgn0035107",1707.33333333333
"FBgn0037296",1319
"FBgn0037329",1617
"FBgn0260462",1868.66666666667
"FBgn0033158",1479
"FBgn0260991",2584.33333333333
"FBgn0035143",1422
"FBgn0037356",1424
"FBgn0037354",1014
"FBgn0024294",1294
"FBgn0037305",867
"FBgn0030502",3046.5
"FBgn0030506",3040
"FBgn0030510",1508
"FBgn0026787",2551
"FBgn0025388",4528.5
"FBgn0037377",1505
"FBgn0003374",952
"FBgn0028504",2789.66666666667
"FBgn0025387",3159.33333333333
"FBgn0027082",1513
"FBgn0035150",3244
"FBgn0034763",2153
"FBgn0035170",2717
"FBgn0034827",2499
"FBgn0026398",1421
"FBgn0031636",2219
"FBgn0086908",3937
"FBgn0031016",4911.5
"FBgn0063923",869
"FBgn0031018",993
"FBgn0037970",1078
"FBgn0031020",3875.5
"FBgn0031021",768
"FBgn0031022",1110
"FBgn0000227",1352
"FBgn0029662",2472.33333333333
"FBgn0285913",2158.85714285714
"FBgn0033498",1268
"FBgn0027111",1894.33333333333
"FBgn0003660",959.2
"FBgn0003053",6892.5
"FBgn0260742",2350
"FBgn0265512",2468.66666666667
"FBgn0003139",1624.75
"FBgn0026206",12943.6
"FBgn0043796",2018
"FBgn0039835",704
"FBgn0278608",3446.14285714286
"FBgn0037974",1368.5
"FBgn0028982",6118
"FBgn0034863",695
"FBgn0036723",1960
"FBgn0000257",3147.66666666667
"FBgn0031026",711
"FBgn0010223",1825
"FBgn0027291",1585.33333333333
"FBgn0031051",5534.5
"FBgn0031050",1455
"FBgn0029822",2686.5
"FBgn0031048",1679
"FBgn0087008",7234
"FBgn0029810",2343
"FBgn0038304",2986
"FBgn0010041",840
"FBgn0261524",1951
"FBgn0014179",2042
"FBgn0021776",3030
"FBgn0261287",1106.25
"FBgn0033807",1197.5
"FBgn0035026",3332.5
"FBgn0026148",1240
"FBgn0038760",2766
"FBgn0036618",809
"FBgn0038002",935
"FBgn0039557",1246
"FBgn0039555",1341
"FBgn0035811",1461
"FBgn0034346",3594
"FBgn0032393",1533
"FBgn0264291",651
"FBgn0038057",1621
"FBgn0039131",1798.66666666667
"FBgn0038665",469.5
"FBgn0037491",1294.5
"FBgn0036571",3755.33333333333
"FBgn0016762",1230
"FBgn0027494",604
"FBgn0029512",1167
"FBgn0038847",838
"FBgn0038080",601
"FBgn0261985",3885.4
"FBgn0015399",4820
"FBgn0260635",1999.83333333333
"FBgn0001296",2248.5
"FBgn0004394",3453.25
"FBgn0032620",1562
"FBgn0036160",1395
"FBgn0039419",3767.5
"FBgn0032451",1461
"FBgn0261041",5582.66666666667
"FBgn0013469",4242.25
"FBgn0038928",1163
"FBgn0003545",2291.5
"FBgn0032295",3310
"FBgn0036514",2515
"FBgn0036083",2295
"FBgn0036515",1100.5
"FBgn0003124",2652
"FBgn0032370",680
"FBgn0033542",2003
"FBgn0035134",1243
"FBgn0036467",544
"FBgn0086368",2755.5
"FBgn0035124",1513
"FBgn0261266",1148
"FBgn0036483",4125
"FBgn0028425",2132.8
"FBgn0003710",3667
"FBgn0038590",1451.5
"FBgn0038577",903
"FBgn0029134",1107.5
"FBgn0033555",724
"FBgn0033557",3315
"FBgn0036492",1694
"FBgn0035137",4037.5
"FBgn0035686",720
"FBgn0038617",2167
"FBgn0038539",631.5
"FBgn0033543",1241.5
"FBgn0037489",2572
"FBgn0027499",4731.5
"FBgn0033550",1100
"FBgn0086898",3340.5
"FBgn0033556",973
"FBgn0033558",2781
"FBgn0000303",3417.5
"FBgn0017414",1174.5
"FBgn0038558",851
"FBgn0003380",4030.4
"FBgn0043470",952
"FBgn0010358",810
"FBgn0024188",808
"FBgn0040805",863
"FBgn0022943",600
"FBgn0038100",1507.5
"FBgn0027603",5498
"FBgn0037370",1190
"FBgn0036082",1927
"FBgn0024432",816
"FBgn0033901",1453.5
"FBgn0033686",1573
"FBgn0010238",2156
"FBgn0033744",2584.5
"FBgn0028683",457
"FBgn0026741",740
"FBgn0033774",1464
"FBgn0031987",1165
"FBgn0033323",1865.5
"FBgn0030676",618
"FBgn0033624",612
"FBgn0011555",1047
"FBgn0011554",911
"FBgn0011556",947
"FBgn0043471",937
"FBgn0025373",1465
"FBgn0037368",1053.66666666667
"FBgn0015582",1681
"FBgn0033581",2378
"FBgn0031768",1508.33333333333
"FBgn0030722",997
"FBgn0022069",2882
"FBgn0030596",1979
"FBgn0011648",2976.5
"FBgn0035370",1320
"FBgn0031505",610
"FBgn0038202",3476
"FBgn0265262",2546
"FBgn0032465",1207
"FBgn0033520",848
"FBgn0033027",797.5
"FBgn0044452",6262.5
"FBgn0000394",1647.66666666667
"FBgn0039588",2255
"FBgn0266347",3816.33333333333
"FBgn0001233",2836.5
"FBgn0037797",855
"FBgn0040038",2742.5
"FBgn0033987",4049.8
"FBgn0039552",649
"FBgn0039543",2418
"FBgn0003209",3721.4
"FBgn0032065",925
"FBgn0032094",833.5
"FBgn0035357",4862.28571428571
"FBgn0033770",673
"FBgn0033652",5212.5
"FBgn0033651",1686
"FBgn0031201",2644
"FBgn0028857",1293
"FBgn0027341",2589
"FBgn0037359",1080
"FBgn0035360",1672.5
"FBgn0033861",506
"FBgn0040371",1055
"FBgn0016975",8238.25
"FBgn0036809",1325
"FBgn0040871",428
"FBgn0030537",1903
"FBgn0030542",589
"FBgn0040688",608
"FBgn0086604",4562.5
"FBgn0040487",627
"FBgn0260866",3373.5
"FBgn0261789",778
"FBgn0034782",1647
"FBgn0034900",580
"FBgn0035571",1168.5
"FBgn0040385",1537
"FBgn0040356",966
"FBgn0038968",6384
"FBgn0262125",2712.71428571429
"FBgn0016976",8238.25
"FBgn0034473",1260
"FBgn0035171",3339.33333333333
"FBgn0033926",2371
"FBgn0031276",471
"FBgn0030729",1096
"FBgn0031729",697.333333333333
"FBgn0031703",2054
"FBgn0039577",975
"FBgn0032311",556
"FBgn0036872",553.5
"FBgn0004782",834
"FBgn0036324",1417
"FBgn0040816",421
"FBgn0036131",498
"FBgn0036102",1036.5
"FBgn0036010",1755
"FBgn0036009",1497
"FBgn0004057",1986
"FBgn0010341",1825
"FBgn0031064",6762.5
"FBgn0010380",3228
"FBgn0031068",1234.5
"FBgn0029657",2479.2
"FBgn0264493",3218
"FBgn0038157",585
"FBgn0030586",2085
"FBgn0030570",772
"FBgn0029930",2140.5
"FBgn0037178",489
"FBgn0250830",2406.33333333333
"FBgn0016919",2718.5
"FBgn0039599",940
"FBgn0003256",2469.28571428571
"FBgn0031974",976.5
"FBgn0039958",2023.5
"FBgn0015571",1815.75
"FBgn0031190",2344.5
"FBgn0011692",3207
"FBgn0037213",4288
"FBgn0037215",3031.8
"FBgn0037260",1785
"FBgn0040684",934
"FBgn0035513",961
"FBgn0037294",1290
"FBgn0037295",2389
"FBgn0037811",2407
"FBgn0037941",3416.5
"FBgn0026086",3388.64285714286
"FBgn0032373",2802
"FBgn0035481",4034.2
"FBgn0035545",828.666666666667
"FBgn0030630",1616
"FBgn0030952",1883
"FBgn0030898",947
"FBgn0040996",709.666666666667
"FBgn0020509",479
"FBgn0032626",1365
"FBgn0265607",2957
"FBgn0030297",1251
"FBgn0261602",1085.5
"FBgn0028979",5651
"FBgn0030224",1034
"FBgn0002522",2180.5
"FBgn0030202",348
"FBgn0040942",1031
"FBgn0030181",1101
"FBgn0035517",828
"FBgn0000233",2934
"FBgn0031080",611
"FBgn0040929",896
"FBgn0030071",658.5
"FBgn0030074",557
"FBgn0029961",1845
"FBgn0030090",4349.5
"FBgn0030103",597
"FBgn0030886",1710
"FBgn0037153",5898
"FBgn0031388",1217.5
"FBgn0000547",5518.33333333333
"FBgn0031103",759
"FBgn0035521",590.5
"FBgn0029740",872.5
"FBgn0029730",1594
"FBgn0029729",860
"FBgn0029717",887
"FBgn0029707",1489
"FBgn0029952",769
"FBgn0029504",6421.5
"FBgn0029701",573
"FBgn0029703",1928.5
"FBgn0029705",1643
"FBgn0030715",1257
"FBgn0030721",1906
"FBgn0046294",766
"FBgn0026174",656
"FBgn0259789",7173.2
"FBgn0031070",3236.66666666667
"FBgn0031069",2942.5
"FBgn0030666",1644
"FBgn0035392",1889
"FBgn0036536",1351
"FBgn0030443",2033
"FBgn0030439",1359
"FBgn0030420",2852
"FBgn0030373",811
"FBgn0030459",2113
"FBgn0030483",1025
"FBgn0029825",2060
"FBgn0029816",827
"FBgn0035522",4187
"FBgn0029771",1566.5
"FBgn0283724",5151.8
"FBgn0033184",1711
"FBgn0025864",6437.33333333333
"FBgn0040308",1077.33333333333
"FBgn0035422",702.5
"FBgn0003023",3138.6
"FBgn0033459",872.5
"FBgn0037341",1409.66666666667
"FBgn0004237",2109.25
"FBgn0035321",1496.5
"FBgn0086707",4231
"FBgn0028411",533.5
"FBgn0038427",3482
"FBgn0033043",1200
"FBgn0002440",2013
"FBgn0035624",864
"FBgn0034408",4450.66666666667
"FBgn0010220",1670
"FBgn0015829",1085
"FBgn0004240",496
"FBgn0033813",1020
"FBgn0035476",1075
"FBgn0040465",1471
"FBgn0037206",1929.5
"FBgn0033252",4436.66666666667
"FBgn0021814",989
"FBgn0030055",3173
"FBgn0024365",3710
"FBgn0032987",644
"FBgn0033301",432
"FBgn0034797",5489.33333333333
"FBgn0034838",1219
"FBgn0038448",1677.5
"FBgn0038356",437
"FBgn0261286",3797
"FBgn0041150",3426.44444444444
"FBgn0031041",1681.33333333333
"FBgn0025697",3932.5
"FBgn0015831",958.5
"FBgn0022288",1673.5
"FBgn0028583",590
"FBgn0031535",1072
"FBgn0029909",1218
"FBgn0033972",1186
"FBgn0017456",637
"FBgn0039006",1872
"FBgn0037766",4539
"FBgn0037772",2299
"FBgn0041105",2454
"FBgn0037779",1002
"FBgn0037781",1246.5
"FBgn0037782",661
"FBgn0037796",2229
"FBgn0037798",1060
"FBgn0037809",1001
"FBgn0037810",4725.5
"FBgn0040780",1358
"FBgn0033229",1495
"FBgn0033222",633.5
"FBgn0033221",585
"FBgn0033207",717
"FBgn0033145",448
"FBgn0033141",2326
"FBgn0033138",1077
"FBgn0033140",704
"FBgn0033139",848
"FBgn0033136",889
"FBgn0033135",1148
"FBgn0033134",1062
"FBgn0033133",1076
"FBgn0033130",1222
"FBgn0033129",1010
"FBgn0033127",1347
"FBgn0029507",1067
"FBgn0033124",1025
"FBgn0040666",473.5
"FBgn0035068",519
"FBgn0035086",5884
"FBgn0040747",329
"FBgn0033973",2074
"FBgn0033963",1577.5
"FBgn0033958",3918.5
"FBgn0033961",477
"FBgn0033954",1177
"FBgn0033953",1111
"FBgn0033950",324
"FBgn0033948",1417
"FBgn0026427",7853
"FBgn0033955",2810
"FBgn0033945",688
"FBgn0033943",3001
"FBgn0037506",1426
"FBgn0086346",2892
"FBgn0039544",3250
"FBgn0045862",2860.75
"FBgn0250845",1313.5
"FBgn0046258",1894
"FBgn0039538",976
"FBgn0039523",3020.5
"FBgn0261862",2894.5
"FBgn0033526",2481
"FBgn0033523",630
"FBgn0033521",848
"FBgn0033516",471
"FBgn0033515",2982
"FBgn0033512",869
"FBgn0033508",597
"FBgn0041242",1206
"FBgn0026403",4714
"FBgn0033507",1031
"FBgn0035401",1477
"FBgn0033502",1964.66666666667
"FBgn0033501",1461.66666666667
"FBgn0033497",3804
"FBgn0033500",2262.5
"FBgn0033499",1247.33333333333
"FBgn0033490",1490
"FBgn0263260",1012
"FBgn0033483",2157
"FBgn0033481",1307
"FBgn0033480",526.5
"FBgn0033461",1536
"FBgn0033450",1067
"FBgn0033437",1347
"FBgn0033429",522
"FBgn0033422",1191
"FBgn0033541",900.5
"FBgn0033547",1059
"FBgn0033549",1138
"FBgn0033554",543
"FBgn0033569",2481
"FBgn0033572",1524
"FBgn0033573",490.5
"FBgn0037755",2395.33333333333
"FBgn0037750",2000.6
"FBgn0037753",1695
"FBgn0037739",1400
"FBgn0037736",4013.5
"FBgn0037677",857
"FBgn0037672",1266.5
"FBgn0034001",594
"FBgn0034023",1800
"FBgn0034031",870
"FBgn0034022",3899.5
"FBgn0034047",1137
"FBgn0037078",922
"FBgn0037076",1713.5
"FBgn0037065",1716
"FBgn0037061",627
"FBgn0033032",1060
"FBgn0037040",3547.6
"FBgn0037042",622.5
"FBgn0030881",1357
"FBgn0030868",531
"FBgn0035501",1852.5
"FBgn0030859",2330
"FBgn0030847",2563.33333333333
"FBgn0030846",1717
"FBgn0030840",1875
"FBgn0040877",1165
"FBgn0030826",630
"FBgn0030829",866.5
"FBgn0030807",508
"FBgn0030806",1786
"FBgn0030804",639
"FBgn0030798",5204
"FBgn0030797",1720.75
"FBgn0030794",2027
"FBgn0030780",2996
"FBgn0030770",681
"FBgn0261245",2271
"FBgn0030769",976.5
"FBgn0030759",1058
"FBgn0033899",1475
"FBgn0040751",379
"FBgn0029669",604
"FBgn0036679",623
"FBgn0036677",2004
"FBgn0036665",1529.5
"FBgn0036660",2686
"FBgn0036656",1015
"FBgn0036681",824
"FBgn0036676",743
"FBgn0036670",812.5
"FBgn0024912",994
"FBgn0259794",1450
"FBgn0036655",460
"FBgn0036652",2187
"FBgn0036638",828
"FBgn0040795",509
"FBgn0036609",706
"FBgn0031141",893
"FBgn0036608",1039
"FBgn0036605",513
"FBgn0036602",571
"FBgn0036600",646
"FBgn0036599",624
"FBgn0036596",1182
"FBgn0036595",781
"FBgn0036594",639
"FBgn0036593",902.5
"FBgn0036592",736
"FBgn0036591",694
"FBgn0040799",388
"FBgn0040801",489
"FBgn0036584",1340
"FBgn0036583",2087.5
"FBgn0040794",402
"FBgn0040074",798
"FBgn0036610",606
"FBgn0036607",572
"FBgn0036606",539
"FBgn0042201",538
"FBgn0036603",801
"FBgn0036601",544
"FBgn0040796",394
"FBgn0036590",677
"FBgn0040797",501
"FBgn0036589",564
"FBgn0036588",450
"FBgn0040798",420
"FBgn0026566",1029
"FBgn0036586",568
"FBgn0036585",434
"FBgn0036580",650
"FBgn0036577",1500
"FBgn0036567",1533
"FBgn0036563",1149
"FBgn0044028",3792
"FBgn0032810",997.5
"FBgn0032809",910
"FBgn0264845",3555
"FBgn0032804",760
"FBgn0032803",1316
"FBgn0032789",1145
"FBgn0032788",1544
"FBgn0032780",1151
"FBgn0032770",626.333333333333
"FBgn0032047",1454
"FBgn0032052",1478
"FBgn0035519",1859
"FBgn0032054",1637
"FBgn0032055",1757
"FBgn0032048",1293.5
"FBgn0032049",1307.5
"FBgn0032050",2359
"FBgn0032051",2522
"FBgn0032053",628
"FBgn0032084",1492.5
"FBgn0032088",1205.5
"FBgn0032096",1134
"FBgn0032100",1021
"FBgn0041092",9129.33333333333
"FBgn0035523",2479.5
"FBgn0032111",527
"FBgn0032126",705
"FBgn0032127",1530
"FBgn0032139",988.5
"FBgn0032140",995
"FBgn0032150",1059
"FBgn0032156",3010
"FBgn0032163",1763
"FBgn0032168",1811
"FBgn0032176",2623
"FBgn0032175",4130
"FBgn0032181",1182
"FBgn0032184",609.5
"FBgn0032188",1389
"FBgn0032211",1896
"FBgn0032230",1273.5
"FBgn0031134",1409
"FBgn0032233",2296.33333333333
"FBgn0032251",1206
"FBgn0032260",1555
"FBgn0033767",1486.25
"FBgn0026565",1432.5
"FBgn0033750",1910
"FBgn0033736",918
"FBgn0033723",751
"FBgn0033732",1904
"FBgn0033727",1191
"FBgn0033721",393
"FBgn0035526",2222
"FBgn0033720",2734.5
"FBgn0266111",6284
"FBgn0033712",1315
"FBgn0061197",2993.25
"FBgn0033706",1296
"FBgn0033705",1534.33333333333
"FBgn0035333",3790
"FBgn0033703",415
"FBgn0033701",386
"FBgn0033693",2245
"FBgn0033692",1773.5
"FBgn0040759",869
"FBgn0033685",1186
"FBgn0041630",2100
"FBgn0033667",2211
"FBgn0033661",16988
"FBgn0033680",782
"FBgn0033668",3687
"FBgn0033665",1878
"FBgn0035529",863
"FBgn0260932",1295
"FBgn0033653",1343
"FBgn0033650",570
"FBgn0033649",3212
"FBgn0033648",1803
"FBgn0033645",2033
"FBgn0062449",2443.5
"FBgn0033640",543
"FBgn0035335",592.5
"FBgn0001276",727
"FBgn0033623",426
"FBgn0033628",1951.5
"FBgn0033627",1935.5
"FBgn0026385",1239
"FBgn0016047",5008
"FBgn0033614",611
"FBgn0003382",5959.66666666667
"FBgn0033609",3391
"FBgn0033603",2181.5
"FBgn0033592",621
"FBgn0033591",888
"FBgn0033590",484
"FBgn0033587",523
"FBgn0004606",5534.66666666667
"FBgn0033608",750.5
"FBgn0041174",1127.5
"FBgn0033602",1386
"FBgn0033599",1769
"FBgn0033598",817
"FBgn0026386",1359
"FBgn0033594",953
"FBgn0033589",504
"FBgn0033588",471
"FBgn0033579",2142.33333333333
"FBgn0040764",318
"FBgn0033580",707
"FBgn0033578",1476.5
"FBgn0037197",704
"FBgn0031129",1298.5
"FBgn0001989",851
"FBgn0028903",1444
"FBgn0032577",611
"FBgn0045827",766
"FBgn0036979",1305
"FBgn0036984",2856
"FBgn0037013",537
"FBgn0037014",3413
"FBgn0037016",2532
"FBgn0037015",1999
"FBgn0040636",1146
"FBgn0032582",798.5
"FBgn0086907",802
"FBgn0004781",1060
"FBgn0040262",1708
"FBgn0040261",1620
"FBgn0086673",3293.5
"FBgn0261068",571.666666666667
"FBgn0032602",1695
"FBgn0000406",1511
"FBgn0032609",1609
"FBgn0022213",3237
"FBgn0032612",1762.5
"FBgn0032613",2123
"FBgn0032614",1695.8
"FBgn0035611",884
"FBgn0035643",1787
"FBgn0035648",1550.5
"FBgn0035677",3029.5
"FBgn0035674",1638
"FBgn0035687",1428
"FBgn0035685",595
"FBgn0035692",920
"FBgn0035694",494
