FBgn0039596	CG10000	CG10000	FBtr0085315	2597	Drosophila melanogaster
FBgn0037443	CG1021	Dmtn	FBtr0290326	3747	Drosophila melanogaster
FBgn0037443	CG1021	Dmtn	FBtr0290327	2992	Drosophila melanogaster
FBgn0037443	CG1021	Dmtn	FBtr0300261	2928	Drosophila melanogaster
FBgn0039117	CG10210	tst	FBtr0084462	4332	Drosophila melanogaster
FBgn0039117	CG10210	tst	FBtr0334895	3821	Drosophila melanogaster
FBgn0032685	CG10211	CG10211	FBtr0081069	5000	Drosophila melanogaster
FBgn0032685	CG10211	CG10211	FBtr0343824	5187	Drosophila melanogaster
FBgn0027783	CG10212	SMC2	FBtr0087461	3690	Drosophila melanogaster
FBgn0039115	CG10214	CG10214	FBtr0084463	970	Drosophila melanogaster
FBgn0028434	CG10215	Ercc1	FBtr0087448	950	Drosophila melanogaster
FBgn0039113	CG10217	CG10217	FBtr0084464	2167	Drosophila melanogaster
FBgn0039113	CG10217	CG10217	FBtr0084465	2262	Drosophila melanogaster
FBgn0039112	CG10219	SdhD	FBtr0084466	894	Drosophila melanogaster
FBgn0028475	CG10221	Hrd3	FBtr0084467	3022	Drosophila melanogaster
FBgn0028475	CG10221	Hrd3	FBtr0321255	3286	Drosophila melanogaster
FBgn0036356	CG10222	CG10222	FBtr0075861	1074	Drosophila melanogaster
FBgn0036356	CG10222	CG10222	FBtr0345341	1332	Drosophila melanogaster
FBgn0284220	CG10223	Top2	FBtr0081287	4934	Drosophila melanogaster
FBgn0284220	CG10223	Top2	FBtr0332320	5242	Drosophila melanogaster
FBgn0039110	CG10225	RanBP3	FBtr0084468	1770	Drosophila melanogaster
FBgn0039110	CG10225	RanBP3	FBtr0335003	1767	Drosophila melanogaster
FBgn0035695	CG10226	CG10226	FBtr0077012	4620	Drosophila melanogaster
FBgn0035695	CG10226	CG10226	FBtr0332068	3921	Drosophila melanogaster
FBgn0264962	CG10228	Pcf11	FBtr0301513	2647	Drosophila melanogaster
FBgn0264962	CG10228	Pcf11	FBtr0302109	819	Drosophila melanogaster
FBgn0264962	CG10228	Pcf11	FBtr0302294	6321	Drosophila melanogaster
FBgn0264962	CG10228	Pcf11	FBtr0302560	5979	Drosophila melanogaster
FBgn0264962	CG10228	Pcf11	FBtr0339985	6012	Drosophila melanogaster
FBgn0264962	CG10228	Pcf11	FBtr0339986	6297	Drosophila melanogaster
FBgn0264962	CG10228	Pcf11	FBtr0345528	6199	Drosophila melanogaster
FBgn0040208	CG10229	Kat60	FBtr0078827	2563	Drosophila melanogaster
FBgn0040208	CG10229	Kat60	FBtr0334909	2662	Drosophila melanogaster
FBgn0028691	CG10230	Rpn9	FBtr0084469	1578	Drosophila melanogaster
FBgn0028691	CG10230	Rpn9	FBtr0084470	1340	Drosophila melanogaster
FBgn0039108	CG10232	CG10232	FBtr0345300	1864	Drosophila melanogaster
FBgn0087005	CG10233	rtp	FBtr0078825	960	Drosophila melanogaster
FBgn0024230	CG10234	Hs2st	FBtr0081288	1652	Drosophila melanogaster
FBgn0002526	CG10236	LanA	FBtr0077014	11690	Drosophila melanogaster
FBgn0032783	CG10237	CG10237	FBtr0081207	1338	Drosophila melanogaster
FBgn0032783	CG10237	CG10237	FBtr0081208	1457	Drosophila melanogaster
FBgn0032783	CG10237	CG10237	FBtr0081209	1418	Drosophila melanogaster
FBgn0032783	CG10237	CG10237	FBtr0308679	1720	Drosophila melanogaster
FBgn0032783	CG10237	CG10237	FBtr0334176	2011	Drosophila melanogaster
FBgn0039280	CG10238	Mocs2	FBtr0084782	1420	Drosophila melanogaster
FBgn0027514	CG1024	CG1024	FBtr0290212	1870	Drosophila melanogaster
FBgn0027514	CG1024	CG1024	FBtr0332175	2570	Drosophila melanogaster
FBgn0027514	CG1024	CG1024	FBtr0332176	2506	Drosophila melanogaster
FBgn0013773	CG10240	Cyp6a22	FBtr0087450	1711	Drosophila melanogaster
FBgn0013773	CG10240	Cyp6a22	FBtr0339983	1925	Drosophila melanogaster
FBgn0013773	CG10240	Cyp6a22	FBtr0345526	1951	Drosophila melanogaster
FBgn0015714	CG10241	Cyp6a17	FBtr0087451	1546	Drosophila melanogaster
FBgn0015714	CG10241	Cyp6a17	FBtr0345527	1727	Drosophila melanogaster
FBgn0033978	CG10242	Cyp6a23	FBtr0087452	1761	Drosophila melanogaster
FBgn0033979	CG10243	Cyp6a19	FBtr0087453	1694	Drosophila melanogaster
FBgn0033979	CG10243	Cyp6a19	FBtr0339984	1903	Drosophila melanogaster
FBgn0022800	CG10244	Cad96Ca	FBtr0084874	2939	Drosophila melanogaster
FBgn0033980	CG10245	Cyp6a20	FBtr0300127	1801	Drosophila melanogaster
FBgn0013771	CG10246	Cyp6a9	FBtr0300128	1964	Drosophila melanogaster
FBgn0033981	CG10247	Cyp6a21	FBtr0087456	1631	Drosophila melanogaster
FBgn0013772	CG10248	Cyp6a8	FBtr0087455	1781	Drosophila melanogaster
FBgn0027596	CG10249	Kank	FBtr0087429	4551	Drosophila melanogaster
FBgn0027596	CG10249	Kank	FBtr0087430	4221	Drosophila melanogaster
FBgn0027596	CG10249	Kank	FBtr0087431	3648	Drosophila melanogaster
FBgn0027596	CG10249	Kank	FBtr0112929	4880	Drosophila melanogaster
FBgn0027596	CG10249	Kank	FBtr0301334	3652	Drosophila melanogaster
FBgn0027596	CG10249	Kank	FBtr0303756	4522	Drosophila melanogaster
FBgn0027596	CG10249	Kank	FBtr0303757	5340	Drosophila melanogaster
FBgn0027596	CG10249	Kank	FBtr0303758	1942	Drosophila melanogaster
FBgn0027596	CG10249	Kank	FBtr0332856	4059	Drosophila melanogaster
FBgn0002922	CG10250	nau	FBtr0084472	1532	Drosophila melanogaster
FBgn0002922	CG10250	nau	FBtr0301445	1520	Drosophila melanogaster
FBgn0043005	CG10251	prt	FBtr0113347	2177	Drosophila melanogaster
FBgn0039104	CG10252	CG10252	FBtr0084475	833	Drosophila melanogaster
FBgn0033983	CG10253	ADPS	FBtr0087428	2376	Drosophila melanogaster
FBgn0033983	CG10253	ADPS	FBtr0303760	2644	Drosophila melanogaster
FBgn0033983	CG10253	ADPS	FBtr0303761	2458	Drosophila melanogaster
FBgn0033983	CG10253	ADPS	FBtr0303762	2136	Drosophila melanogaster
FBgn0027512	CG10254	CG10254	FBtr0084476	4827	Drosophila melanogaster
FBgn0027512	CG10254	CG10254	FBtr0084477	4997	Drosophila melanogaster
FBgn0027512	CG10254	CG10254	FBtr0334770	4940	Drosophila melanogaster
FBgn0033984	CG10255	Lap1	FBtr0087407	4587	Drosophila melanogaster
FBgn0033984	CG10255	Lap1	FBtr0303759	3841	Drosophila melanogaster
FBgn0033985	CG10257	CG10257	FBtr0087408	1377	Drosophila melanogaster
FBgn0267350	CG10260	PI4KIIIalpha	FBtr0307158	6675	Drosophila melanogaster
FBgn0267350	CG10260	PI4KIIIalpha	FBtr0331587	7054	Drosophila melanogaster
FBgn0032813	CG10262	PCNA2	FBtr0081262	1034	Drosophila melanogaster
FBgn0032812	CG10263	Hakai	FBtr0081263	1733	Drosophila melanogaster
FBgn0032812	CG10263	Hakai	FBtr0081264	1760	Drosophila melanogaster
FBgn0032812	CG10263	Hakai	FBtr0331245	1663	Drosophila melanogaster
FBgn0032812	CG10263	Hakai	FBtr0331246	1690	Drosophila melanogaster
FBgn0038394	CG10264	CG10264	FBtr0083222	1047	Drosophila melanogaster
FBgn0033990	CG10265	CG10265	FBtr0087421	1230	Drosophila melanogaster
FBgn0033990	CG10265	CG10265	FBtr0332259	1368	Drosophila melanogaster
FBgn0037446	CG10267	Zif	FBtr0081728	1463	Drosophila melanogaster
FBgn0037446	CG10267	Zif	FBtr0302383	1394	Drosophila melanogaster
FBgn0037446	CG10267	Zif	FBtr0330191	1455	Drosophila melanogaster
FBgn0032811	CG10268	CG10268	FBtr0081266	1156	Drosophila melanogaster
FBgn0022935	CG10269	D19A	FBtr0077016	3233	Drosophila melanogaster
FBgn0022699	CG10270	D19B	FBtr0077017	2685	Drosophila melanogaster
FBgn0035690	CG10274	CG10274	FBtr0113149	3034	Drosophila melanogaster
FBgn0032683	CG10275	kon	FBtr0300341	8276	Drosophila melanogaster
FBgn0032683	CG10275	kon	FBtr0332322	8254	Drosophila melanogaster
FBgn0032683	CG10275	kon	FBtr0332323	7530	Drosophila melanogaster
FBgn0037442	CG10277	godzilla	FBtr0081720	2602	Drosophila melanogaster
FBgn0037442	CG10277	godzilla	FBtr0081721	3378	Drosophila melanogaster
FBgn0037442	CG10277	godzilla	FBtr0081722	3158	Drosophila melanogaster
FBgn0037442	CG10277	godzilla	FBtr0113198	3037	Drosophila melanogaster
FBgn0038391	CG10278	GATAe	FBtr0083218	3086	Drosophila melanogaster
FBgn0038391	CG10278	GATAe	FBtr0303260	2983	Drosophila melanogaster
FBgn0038391	CG10278	GATAe	FBtr0303261	2879	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0078649	2849	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0078650	2757	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0078651	3087	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0078652	2995	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0078653	3160	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0078654	2833	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0301947	2760	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0302597	3153	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0309319	4362	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0309320	3683	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0309321	3793	Drosophila melanogaster
FBgn0003261	CG10279	Rm62	FBtr0309322	3411	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081646	4111	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081647	4691	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081648	4890	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081649	4640	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081650	4652	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081651	4679	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081652	4902	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081653	4863	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081654	3279	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081655	3490	Drosophila melanogaster
FBgn0260642	CG1028	Antp	FBtr0081656	4851	Drosophila melanogaster
FBgn0037395	CG10280	CG10280	FBtr0078648	1071	Drosophila melanogaster
FBgn0037395	CG10280	CG10280	FBtr0309318	1089	Drosophila melanogaster
FBgn0010282	CG10281	TfIIFalpha	FBtr0081719	1938	Drosophila melanogaster
FBgn0032681	CG10283	CG10283	FBtr0081085	2917	Drosophila melanogaster
FBgn0032681	CG10283	CG10283	FBtr0081086	2860	Drosophila melanogaster
FBgn0032681	CG10283	CG10283	FBtr0300675	3040	Drosophila melanogaster
FBgn0032681	CG10283	CG10283	FBtr0300676	2983	Drosophila melanogaster
FBgn0037439	CG10286	CG10286	FBtr0081717	2151	Drosophila melanogaster
FBgn0026077	CG10287	Gasp	FBtr0078619	1460	Drosophila melanogaster
FBgn0026077	CG10287	Gasp	FBtr0112922	1683	Drosophila melanogaster
FBgn0035688	CG10289	CG10289	FBtr0077019	5685	Drosophila melanogaster
FBgn0035688	CG10289	CG10289	FBtr0331789	3357	Drosophila melanogaster
FBgn0035688	CG10289	CG10289	FBtr0331790	8082	Drosophila melanogaster
FBgn0035688	CG10289	CG10289	FBtr0331791	3444	Drosophila melanogaster
FBgn0264491	CG10293	how	FBtr0084177	3964	Drosophila melanogaster
FBgn0264491	CG10293	how	FBtr0084178	1759	Drosophila melanogaster
FBgn0264491	CG10293	how	FBtr0100514	2181	Drosophila melanogaster
FBgn0264491	CG10293	how	FBtr0301401	3884	Drosophila melanogaster
FBgn0264491	CG10293	how	FBtr0301402	3103	Drosophila melanogaster
FBgn0264491	CG10293	how	FBtr0335195	4003	Drosophila melanogaster
FBgn0267698	CG10295	Pak	FBtr0081714	3064	Drosophila melanogaster
FBgn0267698	CG10295	Pak	FBtr0081715	3461	Drosophila melanogaster
FBgn0267698	CG10295	Pak	FBtr0081716	3168	Drosophila melanogaster
FBgn0267698	CG10295	Pak	FBtr0334539	3163	Drosophila melanogaster
FBgn0267698	CG10295	Pak	FBtr0334540	3576	Drosophila melanogaster
FBgn0267698	CG10295	Pak	FBtr0334541	3671	Drosophila melanogaster
FBgn0267698	CG10295	Pak	FBtr0334542	5196	Drosophila melanogaster
FBgn0267698	CG10295	Pak	FBtr0334543	4937	Drosophila melanogaster
FBgn0267698	CG10295	Pak	FBtr0334544	4827	Drosophila melanogaster
FBgn0037436	CG10296	Hr83	FBtr0081713	837	Drosophila melanogaster
FBgn0020765	CG10297	Acp65Aa	FBtr0077021	615	Drosophila melanogaster
FBgn0037432	CG10298	CG10298	FBtr0081710	745	Drosophila melanogaster
FBgn0003339	CG1030	Scr	FBtr0081657	4140	Drosophila melanogaster
FBgn0003339	CG1030	Scr	FBtr0081658	3987	Drosophila melanogaster
FBgn0039107	CG10300	CG10300	FBtr0084445	1484	Drosophila melanogaster
FBgn0039106	CG10301	CG10301	FBtr0114504	1000	Drosophila melanogaster
FBgn0284256	CG10302	bsf	FBtr0081087	4457	Drosophila melanogaster
FBgn0037412	CG10303	Osi4	FBtr0078615	1516	Drosophila melanogaster
FBgn0037412	CG10303	Osi4	FBtr0334866	1522	Drosophila melanogaster
FBgn0261597	CG10305	RpS26	FBtr0081089	640	Drosophila melanogaster
FBgn0261597	CG10305	RpS26	FBtr0081090	692	Drosophila melanogaster
FBgn0261597	CG10305	RpS26	FBtr0081091	1112	Drosophila melanogaster
FBgn0261597	CG10305	RpS26	FBtr0331455	1046	Drosophila melanogaster
FBgn0261597	CG10305	RpS26	FBtr0346591	1812	Drosophila melanogaster
FBgn0034654	CG10306	eIF3k	FBtr0071670	853	Drosophila melanogaster
FBgn0034655	CG10307	CG10307	FBtr0071671	1362	Drosophila melanogaster
FBgn0034655	CG10307	CG10307	FBtr0345486	1177	Drosophila melanogaster
FBgn0010317	CG10308	CycJ	FBtr0073127	1478	Drosophila melanogaster
FBgn0010317	CG10308	CycJ	FBtr0073128	1471	Drosophila melanogaster
FBgn0038418	CG10309	pad	FBtr0301514	3276	Drosophila melanogaster
FBgn0015568	CG1031	alpha-Est1	FBtr0081544	2123	Drosophila melanogaster
FBgn0038420	CG10311	CG10311	FBtr0083324	966	Drosophila melanogaster
FBgn0038420	CG10311	CG10311	FBtr0345202	1086	Drosophila melanogaster
FBgn0034858	CG10315	eIF2Bdelta	FBtr0072013	2033	Drosophila melanogaster
FBgn0034858	CG10315	eIF2Bdelta	FBtr0072014	2071	Drosophila melanogaster
FBgn0034858	CG10315	eIF2Bdelta	FBtr0072015	2034	Drosophila melanogaster
FBgn0034858	CG10315	eIF2Bdelta	FBtr0302315	2098	Drosophila melanogaster
FBgn0038423	CG10317	CG10317	FBtr0300677	965	Drosophila melanogaster
FBgn0038423	CG10317	CG10317	FBtr0300678	1481	Drosophila melanogaster
FBgn0034650	CG10318	NC2alpha	FBtr0071666	1235	Drosophila melanogaster
FBgn0034645	CG10320	ND-B12	FBtr0071663	422	Drosophila melanogaster
FBgn0034645	CG10320	ND-B12	FBtr0113101	400	Drosophila melanogaster
FBgn0034645	CG10320	ND-B12	FBtr0113102	520	Drosophila melanogaster
FBgn0034645	CG10320	ND-B12	FBtr0300679	525	Drosophila melanogaster
FBgn0034645	CG10320	ND-B12	FBtr0300680	405	Drosophila melanogaster
FBgn0034643	CG10321	CG10321	FBtr0071660	3322	Drosophila melanogaster
FBgn0034643	CG10321	CG10321	FBtr0330228	3322	Drosophila melanogaster
FBgn0038454	CG10324	CG10324	FBtr0083356	1811	Drosophila melanogaster
FBgn0000014	CG10325	abd-A	FBtr0083387	4458	Drosophila melanogaster
FBgn0000014	CG10325	abd-A	FBtr0083388	3935	Drosophila melanogaster
FBgn0000014	CG10325	abd-A	FBtr0300485	4559	Drosophila melanogaster
FBgn0000014	CG10325	abd-A	FBtr0306337	5269	Drosophila melanogaster
FBgn0038453	CG10326	Arl6IP1	FBtr0083336	1294	Drosophila melanogaster
FBgn0038453	CG10326	Arl6IP1	FBtr0333728	1178	Drosophila melanogaster
FBgn0025790	CG10327	TBPH	FBtr0089624	1927	Drosophila melanogaster
FBgn0025790	CG10327	TBPH	FBtr0089625	3222	Drosophila melanogaster
FBgn0025790	CG10327	TBPH	FBtr0089626	1686	Drosophila melanogaster
FBgn0025790	CG10327	TBPH	FBtr0089627	2156	Drosophila melanogaster
FBgn0025790	CG10327	TBPH	FBtr0301643	2159	Drosophila melanogaster
FBgn0025790	CG10327	TBPH	FBtr0301644	1930	Drosophila melanogaster
FBgn0015520	CG10328	nonA-l	FBtr0083335	2569	Drosophila melanogaster
FBgn0015520	CG10328	nonA-l	FBtr0333727	2908	Drosophila melanogaster
FBgn0260455	CG10332	CG10332	FBtr0072109	739	Drosophila melanogaster
FBgn0032690	CG10333	CG10333	FBtr0081072	2656	Drosophila melanogaster
FBgn0005672	CG10334	spi	FBtr0081267	1457	Drosophila melanogaster
FBgn0005672	CG10334	spi	FBtr0081268	1653	Drosophila melanogaster
FBgn0005672	CG10334	spi	FBtr0081269	1634	Drosophila melanogaster
FBgn0005672	CG10334	spi	FBtr0081270	1438	Drosophila melanogaster
FBgn0005672	CG10334	spi	FBtr0100597	1576	Drosophila melanogaster
FBgn0036271	CG10335	Pbgs	FBtr0076011	1378	Drosophila melanogaster
FBgn0036271	CG10335	Pbgs	FBtr0333357	1894	Drosophila melanogaster
FBgn0032698	CG10336	CG10336	FBtr0081095	1216	Drosophila melanogaster
FBgn0032698	CG10336	CG10336	FBtr0273194	1313	Drosophila melanogaster
FBgn0032805	CG10337	CG10337	FBtr0081276	1297	Drosophila melanogaster
FBgn0032700	CG10338	CG10338	FBtr0081096	2351	Drosophila melanogaster
FBgn0032700	CG10338	CG10338	FBtr0343108	2418	Drosophila melanogaster
FBgn0034972	CG10339	CG10339	FBtr0072288	1963	Drosophila melanogaster
FBgn0000166	CG1034	bcd	FBtr0081664	1479	Drosophila melanogaster
FBgn0000166	CG1034	bcd	FBtr0081665	2499	Drosophila melanogaster
FBgn0000166	CG1034	bcd	FBtr0081666	2536	Drosophila melanogaster
FBgn0000166	CG1034	bcd	FBtr0081667	2521	Drosophila melanogaster
FBgn0000166	CG1034	bcd	FBtr0081668	2514	Drosophila melanogaster
FBgn0022344	CG10340	CG10340	FBtr0083358	938	Drosophila melanogaster
FBgn0032701	CG10341	CG10341	FBtr0081097	1873	Drosophila melanogaster
FBgn0032701	CG10341	CG10341	FBtr0343109	1870	Drosophila melanogaster
FBgn0027109	CG10342	NPF	FBtr0083328	569	Drosophila melanogaster
FBgn0027109	CG10342	NPF	FBtr0331685	518	Drosophila melanogaster
FBgn0027109	CG10342	NPF	FBtr0331686	579	Drosophila melanogaster
FBgn0032703	CG10343	CG10343	FBtr0081098	843	Drosophila melanogaster
FBgn0034729	CG10344	CG10344	FBtr0071840	1132	Drosophila melanogaster
FBgn0034729	CG10344	CG10344	FBtr0071841	1190	Drosophila melanogaster
FBgn0027562	CG10345	CG10345	FBtr0083360	2423	Drosophila melanogaster
FBgn0032705	CG10346	Grip71	FBtr0081099	2276	Drosophila melanogaster
FBgn0030342	CG10347	CG10347	FBtr0073602	2024	Drosophila melanogaster
FBgn0030342	CG10347	CG10347	FBtr0073603	1978	Drosophila melanogaster
FBgn0032707	CG10348	CG10348	FBtr0301647	2611	Drosophila melanogaster
FBgn0032707	CG10348	CG10348	FBtr0343112	3878	Drosophila melanogaster
FBgn0030348	CG10352	CG10352	FBtr0331589	1491	Drosophila melanogaster
FBgn0030349	CG10353	CG10353	FBtr0114451	4203	Drosophila melanogaster
FBgn0030349	CG10353	CG10353	FBtr0114452	4774	Drosophila melanogaster
FBgn0030349	CG10353	CG10353	FBtr0308070	4569	Drosophila melanogaster
FBgn0030349	CG10353	CG10353	FBtr0331591	4492	Drosophila melanogaster
FBgn0030349	CG10353	CG10353	FBtr0331594	4771	Drosophila melanogaster
FBgn0030349	CG10353	CG10353	FBtr0344702	4482	Drosophila melanogaster
FBgn0030349	CG10353	CG10353	FBtr0344703	4290	Drosophila melanogaster
FBgn0031868	CG10354	Rat1	FBtr0079345	3341	Drosophila melanogaster
FBgn0031868	CG10354	Rat1	FBtr0332324	2975	Drosophila melanogaster
FBgn0035453	CG10357	CG10357	FBtr0300062	1111	Drosophila melanogaster
FBgn0035452	CG10359	CG10359	FBtr0273204	1762	Drosophila melanogaster
FBgn0035452	CG10359	CG10359	FBtr0290290	1684	Drosophila melanogaster
FBgn0003231	CG10360	ref(2)P	FBtr0081253	2305	Drosophila melanogaster
FBgn0003231	CG10360	ref(2)P	FBtr0100289	2395	Drosophila melanogaster
FBgn0036208	CG10361	CG10361	FBtr0076084	1431	Drosophila melanogaster
FBgn0030358	CG10362	CG10362	FBtr0073590	3776	Drosophila melanogaster
FBgn0041180	CG10363	Tep4	FBtr0081254	4694	Drosophila melanogaster
FBgn0041180	CG10363	Tep4	FBtr0331328	4717	Drosophila melanogaster
FBgn0041180	CG10363	Tep4	FBtr0331329	4700	Drosophila melanogaster
FBgn0041180	CG10363	Tep4	FBtr0331330	4723	Drosophila melanogaster
FBgn0027949	CG10364	msb1l	FBtr0081258	1366	Drosophila melanogaster
FBgn0039109	CG10365	CG10365	FBtr0084446	1713	Drosophila melanogaster
FBgn0039109	CG10365	CG10365	FBtr0084447	1473	Drosophila melanogaster
FBgn0039109	CG10365	CG10365	FBtr0084448	1427	Drosophila melanogaster
FBgn0039109	CG10365	CG10365	FBtr0084449	1642	Drosophila melanogaster
FBgn0032814	CG10366	CG10366	FBtr0081259	2062	Drosophila melanogaster
FBgn0263782	CG10367	Hmgcr	FBtr0084450	3818	Drosophila melanogaster
FBgn0032706	CG10369	Irk3	FBtr0081125	1808	Drosophila melanogaster
FBgn0032706	CG10369	Irk3	FBtr0343113	918	Drosophila melanogaster
FBgn0032706	CG10369	Irk3	FBtr0343114	1820	Drosophila melanogaster
FBgn0028684	CG10370	Rpt5	FBtr0084452	1627	Drosophila melanogaster
FBgn0039111	CG10371	PTPMT1	FBtr0084453	901	Drosophila melanogaster
FBgn0039111	CG10371	PTPMT1	FBtr0084454	878	Drosophila melanogaster
FBgn0025608	CG10372	Faf2	FBtr0081126	1978	Drosophila melanogaster
FBgn0025608	CG10372	Faf2	FBtr0343115	2279	Drosophila melanogaster
FBgn0032704	CG10373	Jwa	FBtr0343116	1134	Drosophila melanogaster
FBgn0039114	CG10374	Lsd-1	FBtr0084455	1510	Drosophila melanogaster
FBgn0039114	CG10374	Lsd-1	FBtr0084456	1813	Drosophila melanogaster
FBgn0039114	CG10374	Lsd-1	FBtr0084457	1501	Drosophila melanogaster
FBgn0039114	CG10374	Lsd-1	FBtr0335002	1432	Drosophila melanogaster
FBgn0039116	CG10375	CG10375	FBtr0084458	1008	Drosophila melanogaster
FBgn0039116	CG10375	CG10375	FBtr0300681	938	Drosophila melanogaster
FBgn0032702	CG10376	CG10376	FBtr0081128	2500	Drosophila melanogaster
FBgn0004838	CG10377	Hrb27C	FBtr0079346	2993	Drosophila melanogaster
FBgn0004838	CG10377	Hrb27C	FBtr0079347	2256	Drosophila melanogaster
FBgn0004838	CG10377	Hrb27C	FBtr0079348	5830	Drosophila melanogaster
FBgn0004838	CG10377	Hrb27C	FBtr0301403	2137	Drosophila melanogaster
FBgn0004838	CG10377	Hrb27C	FBtr0301404	2110	Drosophila melanogaster
FBgn0004838	CG10377	Hrb27C	FBtr0307030	4789	Drosophila melanogaster
FBgn0004838	CG10377	Hrb27C	FBtr0307031	2943	Drosophila melanogaster
FBgn0004838	CG10377	Hrb27C	FBtr0307032	8240	Drosophila melanogaster
FBgn0015513	CG10379	mbc	FBtr0084459	7351	Drosophila melanogaster
FBgn0015513	CG10379	mbc	FBtr0304729	7465	Drosophila melanogaster
FBgn0025878	CG10382	wrapper	FBtr0071821	1977	Drosophila melanogaster
FBgn0032699	CG10383	CG10383	FBtr0089628	2870	Drosophila melanogaster
FBgn0032699	CG10383	CG10383	FBtr0343117	3046	Drosophila melanogaster
FBgn0034731	CG10384	CG10384	FBtr0342991	2509	Drosophila melanogaster
FBgn0034731	CG10384	CG10384	FBtr0342992	3849	Drosophila melanogaster
FBgn0005617	CG10385	msl-1	FBtr0081130	5021	Drosophila melanogaster
FBgn0005617	CG10385	msl-1	FBtr0343118	3757	Drosophila melanogaster
FBgn0015553	CG10387	tos	FBtr0081131	2390	Drosophila melanogaster
FBgn0003944	CG10388	Ubx	FBtr0083347	4282	Drosophila melanogaster
FBgn0003944	CG10388	Ubx	FBtr0083348	3628	Drosophila melanogaster
FBgn0003944	CG10388	Ubx	FBtr0083349	4231	Drosophila melanogaster
FBgn0003944	CG10388	Ubx	FBtr0083350	2784	Drosophila melanogaster
FBgn0003944	CG10388	Ubx	FBtr0083351	3117	Drosophila melanogaster
FBgn0003944	CG10388	Ubx	FBtr0083352	4180	Drosophila melanogaster
FBgn0014342	CG10390	mia	FBtr0089313	2054	Drosophila melanogaster
